PersonID,date,hSample,Q1,Q2,Q2r8oe,Q3,dmaDataZIP_CODEc1,dmaDataDMA_NAMEc1,dmaDataSTATE_CODEc1,dmaDataSTATE_ABVc1,dmaDataCOUNTY_CODEc1,dmaDataCOUNTY_NAMEc1,dmaDataCOUNTY_SIZEc1,dmaDataNMR_TERR_CODEc1,dmaDataDMA_RANKc1,dmaDataMETRO_INDICATORc1,region4,region9,STATE,DMA,Q4r1,Q4r2,Q4r3,Q4r4,Q4r5,Q4r5oe,Q5,Q6,Q7Ar1,Q7Ar2,Q7Ar3,Q7Ar4,Q7Ar5,Q7Ar6,Q7Ar7,Q7Ar8,Q7Ar9,Q7Ar10,Q7Ar11,Q7Ar12,Q7Ar13,Q7Ar14,Q7Ar15,Q7Ar15oe,Q7Br1,Q7Br2,Q7Br3,Q7Br4,Q7Br5,Q7Br6,Q7Br7,Q7Br8,Q7Br8oe,Q8r1,Q8r2,Q8r3,Q8r4,Q8r5,Q8r6,Q8r7,Q8r7oe,Q9,Q10r1,Q10r2,Q10r3,Q10r4,Q10r5,Q10r6,Q10r7,Q10r7oe,Q11,Q12,Q13,Q14r1,Q14r2,Q14r3,Q14r4,Q14r5,Q14r6,Q14r6oe,Q15,Q16,Q17r1,Q17r2,Q17r3,Q17r4,Q17r5,Q17r6,Q17r7,Q17r8,Q17r9,Q17r10,Q17r11,Q17r12,Q17r13,Q17r14,Q17r15,Q17r16,Q18,Q18r4oe,Q19,Q20,Q21r1,Q21r2,Q21r3,Q21r4,Q21r5,Q21r6,Q21r7,Q21r6oe,Q22r1,Q22r2,Q22r3,Q22r4,Q22r5,Q22r6,Q22r6oe,Q23r1,Q23r2,Q23r3,Q23r4,Q23r5,Q23r6,Q23r7,Q23r8,Q23r9,Q23r10,Q23r11,Q23r12,Q23r12oe,Q24r1,Q24r2,Q24r3,Q24r4,Q24r5,Q24r6,Q24r7,Q24ar1,Q24ar2,Q24ar3,Q24ar4,Q24ar5,Q24ar6,Q24ar7,Q24br1c1,Q24br1c2,Q24br1c3,Q24br1c4,Q24br1c5,Q24br1c6,Q24br1c7,Q24br2c1,Q24br2c2,Q24br2c3,Q24br2c4,Q24br2c5,Q24br2c6,Q24br2c7,Q24br3c1,Q24br3c2,Q24br3c3,Q24br3c4,Q24br3c5,Q24br3c6,Q24br3c7,Q24br4c1,Q24br4c2,Q24br4c3,Q24br4c4,Q24br4c5,Q24br4c6,Q24br4c7,Q24br5c1,Q24br5c2,Q24br5c3,Q24br5c4,Q24br5c5,Q24br5c6,Q24br5c7,Q24br6c1,Q24br6c2,Q24br6c3,Q24br6c4,Q24br6c5,Q24br6c6,Q24br6c7,Q24br7c1,Q24br7c2,Q24br7c3,Q24br7c4,Q24br7c5,Q24br7c6,Q24br7c7,Q24bOtherr1,Q24bOtherr2,Q24bOtherr3,Q24bOtherr4,Q24bOtherr5,Q24bOtherr6,Q24bOtherr7,Q25r1,Q25r2,Q25r3,Q25r4,Q25r5,Q25r6,Q25r7,Q25a,Q25b,Q25c,Q26r1,Q26r2,Q26r3,Q26r4,Q26r5,Q26r6,Q26r7,Q26r8,Q27r1,Q27r2,Q27r3,Q27r4,Q27r5,Q27r6,Q27r7,Q28r1,Q28r2,Q28r3,Q28r4,Q28r5,Q28r6,Q28r7,Q29r1,Q29r2,Q29r3,Q29r4,Q29r5,Q29r6,Q29r7,Q29r8,Q29r9,Q29r10,Q29r11,Q29r12,Q29r13,Q29r14,Q29r15,Q29ar1,Q29ar2,Q29ar3,Q30r1,Q30r2,Q31,Q32r1,Q33r1,Q33r2,Q33r3,Q33r4,Q33r5,Q33r6,Q33r6oe,vlist,qtime,vos,vosr15oe,vbrowser,vbrowserr15oe,vmobiledevice,vmobileos,start_date,vdropout,vrncurqid,source,ipAddress,decLang,list,userAgent
159,3/17/2017 7:25,RN Sample,Physician,"Primary Care (GP, FP, IM)",,48154,48154,DETROIT,21,MI,163,WAYNE,6,2,13,M,Midwest,ENC,Michigan,"505 Detroit, MI",1,1,1,1,0,,20-24,Increased,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,0,0,1,0,0,,0,1,0,1,0,0,0,,Yes,,,,,,,,,Yes,More than 10 years,Increased,1,0,1,0,0,0,,Sometimes,3,3,2,4,4,4,4,3,2,3,4,4,4,4,2,4,4,By you alone,,Yes,Vasc surgeon changing affiliation with another institution,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,0,0,0,1,0,0,1,0,0,0,0,,Not Familiar,Familiar,Somewhat Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,,I have not referred any Patients,I have not referred any Patients,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In various reading that I have done,,,,,,,,,,,,Will use the local vasc surgeon for tx......b/c I get good feedback and pt's get good care..,Yes,,,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,0,1,0,0,0,0,,MMR (list=2),463.4565706,Windows 8,,Chrome,,Desktop,Other/Desktop,3/17/2017 7:17,,iEnd,,97.78.179.210,,2,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
160,3/14/2017 8:11,RN Sample,Physician,"Primary Care (GP, FP, IM)",,11220,11220,NEW YORK,31,NY,47,KINGS,6,1,1,M,Northeast,MA,New York,"501 New York, NY",1,1,1,1,0,,1-4,Increased,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,,1,1,1,1,1,1,0,,Yes,,,,,,,,,Yes,6-10 years,Increased,1,1,1,0,0,0,,Always,5,3,2,3,4,4,4,4,4,3,3,4,4,4,3,3,4,By you along with your practice administrators,,No,,0,1,1,0,0,0,0,,1,0,1,0,0,0,,0,0,0,0,0,0,1,0,0,1,0,0,,Not Familiar,Not Familiar,Not Familiar,Somewhat Familiar,Not Familiar,Not Familiar,Not Familiar,,,,I have not referred any Patients,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYS vascular surgery group,Yes,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,0,1,0,0,0,0,,MMR (list=2),729.1614912,iPhone/iPad,,Safari,,Tablet,iOS,3/14/2017 7:59,,iEnd,,108.30.64.202,,2,"Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1"
161,3/14/2017 7:54,RN Sample,Physician,Internal Medicine,,10461,10461,NEW YORK,31,NY,5,BRONX,6,1,1,M,Northeast,MA,New York,"501 New York, NY",1,1,1,1,1,Diabetes,25 or more,Increased,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,1,0,0,0,0,,1,1,1,1,1,1,0,,Yes,,,,,,,,,Yes,More than 10 years,Increased,1,0,1,0,0,0,,Sometimes,3,5,3,4,5,5,5,4,5,5,5,5,5,5,5,3,5,By you alone,,Yes,Using treatment centers more than.,0,0,0,1,1,0,0,,1,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,0,,Not Familiar,Familiar,Somewhat Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,,1 - 2 Patients/Month,I have not referred any Patients,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advertisement only,,,,,,4,,,,,,None other than Vascular surgeons affiliated with my hospital.,Yes,,,1,0,,,,,0,,Less than once every 3 months,,,,,,,Somewhat valuable,,,,,,2,Describe them very well5,4,Describe them very well5,Describe them very well5,4,4,4,4,Describe them very well5,Describe them very well5,3,Describe them very well5,4,2,NO,NO,YES,Extremely helpful5,Not at all helpful1,20,10,0,1,1,0,0,0,,MMR (list=2),1119.277129,Mac OS X or older,,Safari,,Desktop,Other/Desktop,3/14/2017 7:35,,iEnd,,108.41.184.142,,2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/601.5.17 (KHTML, like Gecko) Version/9.1 Safari/601.5.17"
162,3/16/2017 22:06,RN Sample,Physician,"Primary Care (GP, FP, IM)",,23456,23456,NORFOLK-PORTSMTH-NEWPT NWS,45,VA,186,VIRGINIA BCH,7,4,42,M,South,SA,Virginia,"544 Norfolk-Portsmouth-Newport News, VA",1,1,1,1,0,,10-14,Increased,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,,1,1,0,1,1,1,0,,Yes,,,,,,,,,Yes,More than 10 years,Increased,1,1,1,0,0,0,,Always,3,4,4,4,5,4,5,4,4,4,4,4,4,3,5,5,4,"By you and other medical professionals in your practice (physicians, nurses, nurse practitioners, physician assistants, etc.)",,Yes,different MD based on insurance/results,1,1,1,1,1,0,0,,1,0,0,0,0,0,,0,0,0,0,1,0,0,1,0,0,0,0,,Familiar,Very Familiar,Familiar,Somewhat Familiar,Somewhat Familiar,Very Familiar,Familiar,I have not referred any Patients,3 - 4 Patients/Month,1 - 2 Patients/Month,I have not referred any Patients,I have not referred any Patients,1 - 2 Patients/Month,I have not referred any Patients,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,4,3,,,5,,none,Yes,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,15,0,1,0,0,0,0,,MMR (list=2),571.3100963,Windows Vista,,Chrome,,Desktop,Other/Desktop,3/16/2017 21:57,,iEnd,,72.84.121.143,,2,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36"
163,3/14/2017 15:27,RN Sample,Physician,"Primary Care (GP, FP, IM)",,49546,49546,GRAND RAPIDS-KALMZOO-B.CRK,21,MI,81,KENT,7,2,41,M,Midwest,ENC,Michigan,"563 Grand Rapids-Kalamazoo-Battle Creek, MI",1,1,1,1,0,,25 or more,Increased,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,,1,1,1,0,1,0,0,,Yes,,,,,,,,,No,More than 10 years,Remained the same,0,0,1,0,0,0,,Sometimes,4,4,2,4,4,4,5,4,4,5,4,5,5,5,4,4,5,By you alone,,No,,0,0,0,0,0,0,1,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Somewhat Familiar,Not Familiar,3 - 4 Patients/Month,,,,,1 - 2 Patients/Month,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,THey requested referral there,,4,,,,,4,,Mercy Health Vein Care,Yes,,0,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,10,0,1,0,0,0,0,,MMR (list=2),604.3088002,Windows 7,,MSIE 11,,Desktop,Other/Desktop,3/14/2017 15:17,,Q25b,,170.232.192.10,,2,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko
164,3/16/2017 18:54,RN Sample,Physician,Internal Medicine,,48075,48075,DETROIT,21,MI,125,OAKLAND,6,2,13,M,Midwest,ENC,Michigan,"505 Detroit, MI",0,1,1,1,0,,5-9,Remained the same,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,,1,1,1,0,0,1,0,,Yes,,,,,,,,,Yes,3-5 years,Remained the same,0,1,0,0,0,0,,Sometimes,2,3,4,4,3,4,4,3,3,3,3,3,4,3,3,4,4,By you alone,,Yes,na,1,1,0,1,0,0,0,,1,1,1,0,0,0,,0,0,1,0,0,0,1,0,0,0,0,0,,Not Familiar,Somewhat Familiar,Not Familiar,Not Familiar,Not Familiar,Somewhat Familiar,Somewhat Familiar,,I have not referred any Patients,,,,I have not referred any Patients,I have not referred any Patients,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,na,Yes,,,0,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,0,1,1,1,1,0,,MMR (list=2),466.1524022,Windows 7,,MSIE 11,,Desktop,Other/Desktop,3/16/2017 18:46,,iEnd,,136.2.1.174,,2,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
165,3/16/2017 23:40,RN Sample,Physician,"Primary Care (GP, FP, IM)",,18974,18974,PHILADELPHIA,37,PA,17,BUCKS,6,1,4,M,Northeast,MA,Pennsylvania,"504 Philadelphia, PA",1,1,1,1,0,,10-14,Increased,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,,1,1,1,0,0,0,0,,Yes,,,,,,,,,No,More than 10 years,Increased,1,1,1,0,0,0,,Sometimes,4,4,2,3,4,4,5,4,3,4,4,5,3,4,3,4,5,By you alone,,No,,0,0,0,0,0,0,1,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,,Somewhat Familiar,Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,I have not referred any Patients,1 - 2 Patients/Month,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,I am not familiar with any other,Yes,,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,0,0,0,0,1,0,,MMR (list=2),488.564822,Mac OS X or older,,Chrome,,Desktop,Other/Desktop,3/16/2017 23:32,,iEnd,,100.34.201.50,,2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36"
166,3/16/2017 12:44,RN Sample,Physician,Internal Medicine,,21208,21208,BALTIMORE,19,MD,5,BALTIMORE,6,1,26,M,South,SA,Maryland,"512 Baltimore, MD",1,1,1,1,0,,15-19,Increased,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,0,0,0,0,0,1,0,,1,1,1,1,1,1,0,,Yes,,,,,,,,,Yes,More than 10 years,Increased,1,0,1,0,0,0,,Always,3,4,3,4,5,4,5,4,4,4,4,5,4,3,2,4,5,By you alone,,No,,0,1,0,1,0,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,0,0,,Familiar,Very Familiar,Not Familiar,Somewhat Familiar,Not Familiar,Not Familiar,Not Familiar,1 - 2 Patients/Month,3 - 4 Patients/Month,,1 - 2 Patients/Month,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,3,,,,,Yes,,1,1,,1,,,,0,Once every 2-3 months,Once every 2-3 months,,Once every 2-3 months,,,,Somewhat valuable,Extremely valuable,,Somewhat valuable,,,,4,4,4,4,Describe them very well5,3,Describe them very well5,3,4,Describe them very well5,Describe them very well5,Describe them very well5,4,4,4,YES,YES,NO,Extremely helpful5,Extremely helpful5,25,5,0,1,0,0,0,0,,MMR (list=2),615.3526235,iPhone/iPad,,Safari,,Smartphone,iOS,3/16/2017 12:34,,iEnd,,72.81.140.67,,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0 Mobile/14C92 Safari/602.1"
167,3/16/2017 21:48,RN Sample,Physician,"Primary Care (GP, FP, IM)",,11509,11509,NEW YORK,31,NY,59,NASSAU,6,1,1,M,Northeast,MA,New York,"501 New York, NY",1,1,1,1,0,,5-9,Increased,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,,0,1,1,1,1,0,0,,Yes,,,,,,,,,Yes,6-10 years,Increased,0,0,1,0,0,0,,Always,3,5,2,5,5,5,5,4,5,3,4,5,3,4,3,5,5,By you alone,,No,,0,1,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,1,0,0,,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Individual vascular surgeons only,Yes,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,15,1,0,0,0,0,0,,MMR (list=2),517.7183273,Windows 10,,Chrome,,Desktop,Other/Desktop,3/16/2017 21:39,,iEnd,,173.56.30.215,,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
168,3/16/2017 18:45,RN Sample,Physician,"Primary Care (GP, FP, IM)",,23226,23226,RICHMOND-PETERSBURG,45,VA,87,HENRICO,7,4,56,M,South,SA,Virginia,"556 Richmond-Petersburg, VA",1,1,1,0,1,most conditions,1-4,Remained the same,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,,1,1,1,1,1,0,0,,Yes,,,,,,,,,No,More than 10 years,Remained the same,1,0,0,0,0,0,,Always,2,5,2,4,5,4,4,4,4,5,4,5,5,4,3,4,5,"By you and other medical professionals in your practice (physicians, nurses, nurse practitioners, physician assistants, etc.)",,No,,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,0,,Not Familiar,Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,,I have not referred any Patients,,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,advertisements,,,,,,,,,,,,,"Charles Gould, M.D.; the Vein Center",Yes,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,0,1,0,0,0,0,,MMR (list=2),308.4753535,Windows 7,,MSIE 11,,Desktop,Other/Desktop,3/16/2017 18:40,,Q33,,75.146.25.97,,2,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
169,3/17/2017 2:01,RN Sample,Physician,Internal Medicine,,11206,11206,NEW YORK,31,NY,47,KINGS,6,1,1,M,Northeast,MA,New York,"501 New York, NY",1,1,1,1,1,"cardiac,gi,diabetes etc",15-19,Increased,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,1,0,0,1,0,0,0,0,,1,1,1,1,1,1,1,weight control,Yes,,,,,,,,,Yes,More than 10 years,Increased,1,1,1,0,0,0,,Always,3,5,3,4,5,5,5,4,5,4,5,5,5,5,4,2,5,By you alone,,Yes,uses laser treatment & specialized vascular centers not available before,1,0,0,1,0,0,0,,1,1,1,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,,Familiar,Very Familiar,Familiar,Somewhat Familiar,Not Familiar,Familiar,Somewhat Familiar,1 - 2 Patients/Month,1 - 2 Patients/Month,3 - 4 Patients/Month,1 - 2 Patients/Month,,3 - 4 Patients/Month,I have not referred any Patients,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,4,4,4,4,,4,,laser/vascular clinics/centers in NY area,Yes,,1,1,1,0,,0,0,0,Once every 2-3 months,Once every 2-3 months,Once every 2-3 months,,,,,Somewhat valuable,Somewhat valuable,Somewhat valuable,,,,,3,4,4,4,Describe them very well5,4,4,4,Describe them very well5,Describe them very well5,4,Describe them very well5,Describe them very well5,4,3,NO,YES,NO,2,Extremely helpful5,21,5,0,1,0,0,0,0,,MMR (list=2),866.1799948,Windows 7,,MSIE 11,,Desktop,Other/Desktop,3/17/2017 1:47,,iEnd,,152.133.6.130,,2,Mozilla/5.0 (Windows NT 6.1; Win64; x64; Trident/7.0; rv:11.0) like Gecko
170,3/17/2017 10:53,RN Sample,Physician,Internal Medicine,,21224,21224,BALTIMORE,19,MD,5,BALTIMORE,6,1,26,M,South,SA,Maryland,"512 Baltimore, MD",1,1,1,1,0,,5-9,Remained the same,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,,1,1,1,0,0,0,0,,Yes,,,,,,,,,Yes,3-5 years,Remained the same,0,1,0,0,0,0,,Sometimes,2,4,4,3,5,4,5,4,4,3,4,4,4,4,2,4,5,"By you and other medical professionals in your practice (physicians, nurses, nurse practitioners, physician assistants, etc.)",,No,,0,1,0,1,0,0,0,,1,0,0,0,0,0,,0,0,0,1,0,1,0,0,0,0,0,0,,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,0,0,1,0,0,0,,MMR (list=2),224.5732534,Windows 7,,MSIE 11,,Desktop,Other/Desktop,3/17/2017 10:50,,iEnd,,50.190.25.191,,2,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
171,3/17/2017 15:23,RN Sample,Physician,Internal Medicine,,11030,11030,NEW YORK,31,NY,59,NASSAU,6,1,1,M,Northeast,MA,New York,"501 New York, NY",0,1,1,1,0,,10-14,Increased,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,,1,1,1,0,0,1,0,,Yes,,,,,,,,,No,3-5 years,Remained the same,1,1,1,0,0,0,,Sometimes,3,5,3,5,4,5,4,4,5,4,5,5,5,4,3,3,5,"By you and other medical professionals in your practice (physicians, nurses, nurse practitioners, physician assistants, etc.)",,Yes,N/A,0,1,1,0,1,0,0,,1,1,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,,Familiar,Somewhat Familiar,Familiar,Not Familiar,Not Familiar,Very Familiar,Very Familiar,1 - 2 Patients/Month,I have not referred any Patients,I have not referred any Patients,,,I have not referred any Patients,1 - 2 Patients/Month,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,4,,,,,,5,,Yes,,0,0,0,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,15,0,0,1,0,1,0,,MMR (list=2),1160.029208,Windows 7,,MSIE 11,,Desktop,Other/Desktop,3/17/2017 15:04,,Q33,,69.27.229.128,,2,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko
172,3/16/2017 12:11,RN Sample,Physician,"Primary Care (GP, FP, IM)",,46814,46814,FT. WAYNE,13,IN,3,ALLEN,7,2,111,M,Midwest,ENC,Indiana,"509 Ft. Wayne, IN",1,1,1,1,0,,10-14,Remained the same,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,,1,1,0,1,1,0,0,,Yes,,,,,,,,,Yes,More than 10 years,Remained the same,1,0,1,0,0,0,,Always,3,5,4,5,5,5,4,5,4,5,5,5,5,4,4,4,5,"By you and other medical professionals in your practice (physicians, nurses, nurse practitioners, physician assistants, etc.)",,No,,1,1,0,1,0,0,0,,1,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,,Somewhat Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,1 - 2 Patients/Month,,,,,,,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,Yes,,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2,1,0,0,0,0,0,,MMR (list=2),462.1897619,iPhone/iPad,,Safari,,Smartphone,iOS,3/16/2017 12:04,,iEnd,,73.146.58.153,,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1"
173,3/17/2017 10:26,RN Sample,Physician,Other (Please specify),em,11581,11581,NEW YORK,31,NY,59,NASSAU,6,1,1,M,Northeast,MA,New York,"501 New York, NY",1,1,1,1,0,,1-4,Remained the same,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,1,1,0,0,0,0,0,0,,1,1,1,1,1,0,0,,Yes,,,,,,,,,No,More than 10 years,Remained the same,0,0,1,0,0,0,,Always,2,5,1,5,5,3,5,5,3,3,5,5,5,5,5,1,5,By you alone,,No,,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,0,,Somewhat Familiar,Somewhat Familiar,Somewhat Familiar,Somewhat Familiar,Somewhat Familiar,Familiar,Somewhat Familiar,1 - 2 Patients/Month,I have not referred any Patients,1 - 2 Patients/Month,I have not referred any Patients,I have not referred any Patients,I have not referred any Patients,1 - 2 Patients/Month,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,n/a,,n/a,n/a,n/a,patient location,3,,3,,,,3,,Yes,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5,1,0,0,0,0,0,,MMR (list=2),1116.896101,iPhone/iPad,,Safari,,Smartphone,iOS,3/17/2017 10:07,,Q33,,73.126.26.250,,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1"
174,3/7/2017 13:44,RN Sample,Physician,Wound Care,,10457,10457,NEW YORK,31,NY,5,BRONX,6,1,1,M,Northeast,MA,New York,"501 New York, NY",1,1,1,1,0,,15-19,Increased,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,,1,1,0,1,1,1,0,,Yes,,,,,,,,,Yes,More than 10 years,Remained the same,1,1,1,0,1,0,,Always,99,3,5,5,5,4,2,4,5,4,5,3,4,3,1,4,3,By you along with your practice administrators,,Yes,No specific reason,1,1,0,0,1,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,0,0,,Not Familiar,Somewhat Familiar,Not Familiar,Not Familiar,Not Familiar,Very Familiar,Not Familiar,,I have not referred any Patients,,,,I have not referred any Patients,,,,,,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Sinai,Yes,,,0,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,50,0,1,1,0,1,0,,Research Now (STS) (list=1),1153.270028,iPhone/iPad,,Safari,,Smartphone,iOS,3/7/2017 13:25,,Q31,,172.85.47.14,,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) CriOS/56.0.2924.79 Mobile/14D27 Safari/602.1"
